,fulfilment,shipment_service_level,category,size,amount,shipping_state,rejected,region
51856,0,0,5,0,0.0,20,1,5
51858,0,0,6,7,0.0,8,1,0
51859,1,1,7,7,301.0,33,1,3
51861,0,0,7,6,0.0,20,1,5
51866,1,1,6,0,614.0,20,0,5
51867,1,1,5,8,503.81,20,1,5
51870,1,1,4,0,771.0,30,0,4
51872,1,1,6,6,771.0,16,0,4
51874,0,0,4,9,0.0,9,1,4
51875,1,1,7,9,301.0,20,0,5
51879,1,1,6,0,614.0,30,0,4
51884,1,1,7,10,771.0,30,0,4
51890,1,1,7,5,380.0,9,1,4
51897,1,1,7,5,635.0,20,0,5
51903,1,1,5,8,399.0,10,0,5
51906,0,0,6,6,885.0,30,1,4
51907,1,1,7,0,575.0,28,0,5
51909,1,1,6,8,734.29,35,1,1
51910,1,1,7,10,367.62,35,1,1
51911,1,1,7,5,517.0,16,0,4
51920,1,1,5,6,380.0,0,1,1
51922,1,1,5,8,529.0,35,0,1
51926,1,1,7,9,362.0,19,0,0
51927,1,1,6,7,690.0,20,0,5
51929,1,1,7,8,777.0,20,0,5
51931,1,1,4,8,612.0,30,0,4
51932,1,1,4,5,788.0,30,0,4
51933,1,1,6,9,792.0,28,0,5
51935,0,0,6,9,885.0,15,1,4
51936,0,0,6,9,899.0,15,1,4
51938,1,1,7,8,449.0,27,0,3
51943,1,1,4,0,613.0,11,0,3
51944,1,1,7,8,286.67,8,1,0
51945,1,1,5,5,599.0,30,0,4
51947,1,1,7,0,399.0,10,0,5
51951,1,1,6,5,792.0,20,0,5
51952,1,1,4,0,537.0,11,0,3
51958,1,1,4,10,0.0,15,0,4
51959,1,1,7,6,0.0,31,1,4
51960,1,1,4,9,568.0,31,0,4
51964,0,0,6,6,0.0,1,1,4
51968,1,1,4,8,539.0,28,0,5
51975,1,1,4,8,1112.0,27,0,3
51984,1,1,6,10,599.0,28,0,5
51985,1,1,7,7,740.0,19,1,0
51987,1,1,4,6,759.0,33,1,3
51992,1,1,4,10,0.0,31,1,4
51995,0,0,6,9,0.0,30,1,4
51996,0,0,4,10,0.0,11,1,3
52004,0,0,4,9,949.0,20,1,5
52006,1,1,6,7,721.0,16,0,4
52008,0,0,4,6,0.0,27,1,3
52009,1,1,6,10,885.0,20,0,5
52012,1,1,5,6,518.0,33,0,3
52014,1,1,6,7,771.0,20,0,5
52015,1,1,4,10,560.0,30,1,4
52016,0,0,7,5,459.0,15,1,4
52018,1,1,6,7,658.0,16,0,4
52020,1,1,4,6,773.0,27,0,3
52023,1,1,6,9,792.0,8,0,0
52027,1,1,7,8,382.0,16,0,4
52034,1,1,4,6,999.0,8,0,0
52040,1,1,4,6,999.0,8,0,0
52043,1,1,2,7,885.0,15,0,4
52044,1,1,6,6,721.0,15,0,4
52046,1,1,7,7,568.0,30,0,4
52047,1,1,4,7,951.43,34,1,3
52048,1,1,4,7,537.0,15,0,4
52050,1,1,4,6,785.0,33,0,3
52051,1,1,4,5,791.0,33,0,3
52056,1,1,7,6,0.0,33,1,3
52057,1,1,4,6,0.0,33,1,3
52058,0,0,4,5,0.0,33,1,3
52064,1,1,5,9,338.0,20,0,5
52065,1,1,5,6,518.0,20,0,5
52067,0,0,6,6,885.0,14,1,1
52069,0,0,7,2,869.0,15,1,4
52071,1,1,4,8,537.0,8,0,0
52072,0,0,2,5,899.0,20,1,5
52074,0,0,6,0,0.0,20,1,5
52076,1,1,4,0,641.0,33,0,3
52082,1,1,4,6,667.0,20,0,5
52086,1,1,4,8,666.0,20,0,5
52087,0,0,7,6,399.0,4,1,1
52091,1,1,5,5,574.0,20,0,5
52095,1,1,7,7,499.0,1,0,4
52097,0,0,7,8,0.0,20,1,5
52100,1,1,4,5,599.0,11,0,3
52107,1,1,4,8,699.0,14,0,1
52109,1,1,7,10,332.38,16,1,4
52112,1,1,7,3,925.0,16,0,4
52115,1,1,7,8,329.0,20,0,5
52119,1,1,6,0,771.0,20,0,5
52120,1,1,5,6,518.0,16,0,4
52123,1,1,7,0,382.0,31,0,4
52132,1,1,4,5,499.0,30,0,4
52134,1,1,4,6,850.0,20,0,5
52135,1,1,7,6,568.0,20,0,5
52142,0,0,7,8,709.0,20,1,5
52143,1,1,5,5,690.0,31,0,4
52144,1,1,5,5,625.0,31,0,4
52148,0,0,7,8,318.0,16,1,4
52149,1,1,7,10,655.0,11,0,3
52153,0,0,7,7,382.0,33,1,3
52160,1,1,7,10,435.0,8,0,0
52166,0,0,4,10,962.0,20,1,5
52169,1,1,4,0,0.0,33,1,3
52171,0,0,6,10,885.0,8,1,0
52172,1,1,7,2,1099.0,15,0,4
52176,0,0,4,10,0.0,20,1,5
52177,0,0,4,10,0.0,20,1,5
52179,1,1,6,8,690.0,10,0,5
52180,1,1,6,10,792.0,15,0,4
52183,1,1,5,7,0.0,15,1,4
52187,1,1,7,5,525.0,8,0,0
52193,0,0,7,8,318.0,16,1,4
52198,1,1,7,0,368.0,3,0,2
52199,0,0,6,9,0.0,31,1,4
52204,0,0,6,7,0.0,31,1,4
52205,1,1,7,10,633.0,31,0,4
52211,1,1,7,10,385.71,30,1,4
52212,1,1,4,6,814.0,1,0,4
52219,1,1,6,10,951.43,3,1,2
52220,0,0,6,10,625.0,3,1,2
52224,1,1,6,9,771.0,15,0,4
52226,0,0,7,6,435.0,15,1,4
52227,0,0,4,6,0.0,15,1,4
52230,1,1,4,5,788.0,15,0,4
52231,1,1,7,10,517.0,3,0,2
52234,1,1,4,5,648.0,8,0,0
52235,1,1,7,6,345.0,1,0,4
52240,1,1,6,9,771.0,31,0,4
52244,1,1,7,10,602.86,31,1,4
52245,1,1,5,0,595.24,31,1,4
52253,1,1,6,9,771.0,16,0,4
52254,0,0,4,5,1099.0,25,1,1
52256,1,1,4,7,0.0,28,1,5
52267,1,1,7,0,443.0,20,0,5
52269,1,1,4,7,648.0,28,0,5
52271,1,1,7,10,349.0,15,0,4
52286,0,0,7,6,435.0,15,1,4
52289,1,1,4,10,560.0,33,0,3
52291,1,1,6,9,771.0,20,1,5
52292,1,1,6,9,721.0,30,0,4
52297,0,0,7,7,435.0,15,1,4
52298,0,0,7,6,0.0,15,1,4
52299,0,0,6,0,825.0,19,1,0
52301,1,1,5,5,625.0,8,0,0
52307,0,0,7,8,383.0,1,1,4
52309,0,0,7,7,435.0,15,1,4
52310,1,1,7,7,318.0,15,0,4
52312,0,0,4,10,0.0,30,1,4
52313,1,1,7,6,376.0,33,0,3
52316,1,1,6,0,690.0,15,0,4
52317,0,0,7,0,517.0,15,1,4
52318,0,0,4,0,545.0,15,1,4
52319,0,0,4,0,666.0,15,1,4
52323,1,1,4,8,832.0,16,0,4
52324,0,0,7,10,435.0,1,1,4
52335,1,1,7,0,332.38,21,1,2
52338,1,1,7,9,0.0,35,1,1
52342,1,1,7,7,666.0,15,0,4
52346,1,1,7,6,307.0,30,0,4
52347,1,1,6,9,771.0,16,0,4
52348,1,1,6,9,771.0,16,0,4
52354,0,0,7,9,0.0,19,1,0
52356,1,1,5,0,399.0,20,0,5
52357,1,1,7,9,469.0,30,0,4
52372,1,1,6,5,721.0,15,0,4
52385,0,0,7,7,0.0,30,1,4
52389,0,0,4,10,635.0,15,1,4
52391,1,1,4,7,617.14,8,1,0
52394,1,1,7,9,399.0,31,0,4
52395,1,1,4,7,771.0,31,0,4
52398,1,1,4,9,799.0,2,0,2
52399,0,0,7,8,318.0,16,1,4
52403,1,1,4,7,999.0,30,0,4
52404,0,0,4,6,1133.0,30,1,4
52405,1,1,6,6,771.0,30,0,4
52409,1,1,7,7,469.0,11,0,3
52410,0,0,7,7,0.0,35,1,1
52411,0,0,5,0,518.0,30,1,4
52412,1,1,4,6,666.0,16,0,4
52414,1,1,7,6,888.0,16,0,4
52416,0,0,6,8,0.0,31,1,4
52434,1,1,6,6,771.0,16,0,4
52436,1,1,7,0,399.0,33,0,3
52439,1,1,5,0,513.0,20,0,5
52442,1,1,7,8,479.0,30,0,4
52445,0,0,4,6,0.0,15,1,4
52448,1,1,4,10,0.0,20,1,5
52456,1,1,7,0,382.0,30,0,4
52458,1,1,7,8,499.0,10,0,5
52462,1,1,4,0,725.0,4,0,1
52466,1,1,4,8,614.0,28,0,5
52471,0,0,1,7,301.0,30,1,4
52477,1,1,6,6,771.0,19,0,0
52481,0,0,6,7,771.0,15,1,4
52482,0,0,4,7,0.0,15,1,4
52487,1,1,6,6,771.0,15,0,4
52491,0,0,6,6,885.0,14,1,1
52492,1,1,4,7,852.0,10,0,5
52493,1,1,6,6,771.0,35,1,1
52495,1,1,7,6,709.0,33,0,3
52498,1,1,6,7,791.0,1,0,4
52499,0,0,6,8,0.0,20,1,5
52500,1,1,7,9,469.0,1,0,4
52501,0,0,7,9,517.0,16,1,4
52502,0,0,4,10,774.0,33,1,3
52506,1,1,7,7,355.0,31,0,4
52507,1,1,6,5,771.0,20,0,5
52508,1,1,6,5,771.0,4,0,1
52511,0,0,4,9,0.0,1,1,4
52513,0,0,7,7,0.0,31,1,4
52514,1,1,5,9,327.62,15,1,4
52517,1,1,6,10,885.0,27,0,3
52519,1,1,4,6,736.0,15,0,4
52520,0,0,7,8,459.0,15,1,4
52522,1,1,6,7,450.0,33,0,3
52524,1,1,5,5,599.0,20,0,5
52525,1,1,7,6,476.0,8,0,0
52535,1,1,6,9,741.0,11,0,3
52541,1,1,7,2,1099.0,20,0,5
52550,0,0,6,7,0.0,8,1,0
52553,0,0,6,7,771.0,8,1,0
52554,1,1,4,10,988.0,15,0,4
52558,1,1,6,6,721.0,15,0,4
52565,1,1,6,5,721.0,15,0,4
52566,1,1,7,7,459.0,20,0,5
52567,1,1,7,6,517.0,15,0,4
52568,1,1,4,10,629.0,20,0,5
52575,1,1,6,6,771.0,20,0,5
52576,1,1,4,8,537.0,8,0,0
52577,0,0,0,7,0.0,35,1,1
52579,1,1,5,10,387.0,27,0,3
52581,1,1,4,10,786.0,15,0,4
52589,0,0,7,6,568.0,20,1,5
52592,1,1,4,5,745.71,20,1,5
52593,0,0,4,5,852.0,20,1,5
52594,0,0,5,10,0.0,34,1,3
52596,1,1,4,8,685.0,15,0,4
52597,1,1,7,0,709.0,30,0,4
52599,1,1,7,5,471.0,31,0,4
52602,0,0,6,9,0.0,35,1,1
52606,1,1,5,8,665.0,15,0,4
52611,1,1,4,8,852.0,35,0,1
52612,1,1,6,0,885.0,15,0,4
52615,1,1,7,7,517.0,28,0,5
52617,1,1,7,5,680.0,35,1,1
52619,0,0,7,6,435.0,15,1,4
52620,0,0,5,9,0.0,30,1,4
52624,1,1,7,7,0.0,33,1,3
52639,1,1,4,0,0.0,8,1,0
52640,0,0,4,6,0.0,15,1,4
52647,1,1,5,8,529.0,20,0,5
52648,1,1,7,0,376.0,19,0,0
52653,1,1,7,0,318.0,10,0,5
52655,1,1,4,9,799.0,20,0,5
52662,1,1,6,10,885.0,33,0,3
52666,0,0,6,8,0.0,31,1,4
52672,0,0,6,5,0.0,31,1,4
52678,1,1,6,8,690.0,20,0,5
52679,1,1,6,6,741.0,9,1,4
52682,1,1,4,9,999.0,16,0,4
52684,0,0,4,7,0.0,30,1,4
52685,0,0,4,9,0.0,30,1,4
52689,1,1,7,0,386.0,30,0,4
52690,0,0,4,5,0.0,33,1,3
52691,1,1,4,6,747.62,33,1,3
52692,1,1,7,6,414.29,33,1,3
52694,1,1,6,0,885.0,31,1,4
52698,1,1,7,10,382.0,15,0,4
52702,1,1,7,9,318.0,11,0,3
52703,1,1,7,9,301.0,11,0,3
52712,0,0,7,0,487.0,16,1,4
52714,1,1,7,10,339.05,30,1,4
52716,1,1,4,9,693.0,28,0,5
52718,1,1,7,8,888.0,10,0,5
52719,1,1,7,10,359.0,1,0,4
52723,0,0,6,7,0.0,31,1,4
52726,1,1,7,7,399.0,31,0,4
52731,1,1,5,0,0.0,28,0,5
52734,1,1,1,5,306.67,31,1,4
52735,1,1,2,5,885.0,33,0,3
52737,0,0,7,8,0.0,15,1,4
52743,0,0,6,9,0.0,31,1,4
52747,1,1,4,8,523.0,20,0,5
52752,1,1,1,8,356.0,33,0,3
52755,1,1,4,10,721.0,16,0,4
52756,0,0,4,5,0.0,1,1,4
52761,1,1,6,8,599.0,20,0,5
52766,0,0,6,8,0.0,20,1,5
52770,1,1,7,0,301.0,1,0,4
52771,1,1,5,5,599.0,31,0,4
52776,1,1,4,7,999.0,25,0,1
52779,0,0,6,10,0.0,33,1,3
52784,1,1,4,0,951.43,12,1,3
52785,1,1,7,10,399.0,20,0,5
52786,0,0,4,6,0.0,16,1,4
52787,0,0,7,0,355.0,31,1,4
52788,1,1,4,9,771.0,15,0,4
52793,1,1,6,6,771.0,19,0,0
52801,1,1,4,0,0.0,12,1,3
52802,0,0,6,6,771.0,31,1,4
52803,1,1,4,10,478.0,8,0,0
52817,0,0,7,6,435.0,15,1,4
52818,0,0,6,6,771.0,31,1,4
52824,1,1,5,10,545.0,15,0,4
52827,1,1,4,7,852.0,30,1,4
52828,1,1,5,7,387.0,30,1,4
52831,1,1,4,6,784.76,10,1,5
52840,1,1,7,8,399.0,21,0,2
52843,0,0,7,6,435.0,15,1,4
52844,1,1,5,0,301.0,15,0,4
52845,1,1,4,6,759.0,35,0,1
52849,0,0,4,5,0.0,27,1,3
52850,1,1,4,0,0.0,8,1,0
52854,0,0,4,6,0.0,1,1,4
52864,1,1,6,0,885.0,1,0,4
52868,1,1,7,10,524.0,25,1,1
52870,1,1,5,5,690.0,20,0,5
52874,1,1,6,8,825.0,8,0,0
52875,0,0,6,10,885.0,15,1,4
52883,1,1,7,0,500.95,28,1,5
52886,0,0,6,9,899.0,31,1,4
52887,0,0,5,6,0.0,31,1,4
52889,1,1,6,10,885.0,1,0,4
52890,1,1,7,6,459.0,10,0,5
52891,1,1,7,8,382.0,8,0,0
52893,1,1,7,5,301.0,20,0,5
52902,0,0,7,5,301.0,35,1,1
52904,0,0,7,5,301.0,35,1,1
52909,0,0,4,7,696.0,15,1,4
52910,1,1,4,0,999.0,20,0,5
52911,1,1,5,0,513.0,20,0,5
52914,1,1,7,0,487.0,10,0,5
52917,1,1,7,0,666.0,8,0,0
52924,1,1,6,7,791.0,35,0,1
52929,1,1,6,8,0.0,28,1,5
52934,1,1,6,8,0.0,28,1,5
52937,1,1,7,3,827.62,5,1,3
52943,1,1,6,0,771.0,16,0,4
52944,1,1,7,0,575.0,16,0,4
52946,0,0,7,8,318.0,16,1,4
52947,0,0,4,6,771.0,19,1,0
52952,1,1,4,8,599.0,8,0,0
52953,0,0,4,10,0.0,8,1,0
52956,1,1,5,7,518.0,11,0,3
52962,1,1,4,10,615.0,8,0,0
52971,0,0,7,8,0.0,16,1,4
52977,1,1,7,0,566.0,16,0,4
52978,1,1,7,0,431.0,16,0,4
52983,1,1,5,6,0.0,31,1,4
52984,0,0,7,8,0.0,16,1,4
52985,1,1,4,5,832.0,20,0,5
52986,0,0,7,10,665.0,35,1,1
52987,0,0,7,10,655.0,35,1,1
52990,1,1,4,0,771.0,9,0,4
52992,1,1,4,0,633.33,1,1,4
52997,0,0,6,9,0.0,20,1,5
53008,0,0,5,5,0.0,33,1,3
53018,1,1,7,6,492.38,30,1,4
53019,0,0,4,7,0.0,35,1,1
53022,1,1,7,0,449.0,15,0,4
53026,1,1,5,0,446.0,20,0,5
53028,0,0,4,5,0.0,16,1,4
53033,1,1,7,0,382.0,20,0,5
53034,1,1,4,6,759.0,31,0,4
53039,1,1,7,8,435.0,30,0,4
53041,1,1,4,10,699.0,27,0,3
53044,1,1,6,0,0.0,35,1,1
53047,1,1,6,6,771.0,15,0,4
53054,1,1,7,0,696.0,15,1,4
53056,1,1,4,0,759.0,15,0,4
53063,1,1,7,8,574.29,20,1,5
53064,1,1,7,10,463.81,20,1,5
53065,0,0,7,10,399.0,20,1,5
53066,0,0,7,7,432.0,15,1,4
53070,1,1,7,9,471.0,31,0,4
53085,1,1,7,6,307.0,30,0,4
53086,0,0,6,7,825.0,31,1,4
53087,1,1,7,7,380.0,31,1,4
53098,1,1,7,7,0.0,30,1,4
53104,0,0,7,0,0.0,33,1,3
53105,0,0,7,6,0.0,16,1,4
53106,0,0,6,7,0.0,16,1,4
53110,1,1,4,10,886.0,15,0,4
53112,1,1,6,8,721.0,16,0,4
53117,0,0,7,0,0.0,4,1,1
53120,1,1,7,9,469.0,20,0,5
53121,1,1,4,8,666.0,20,0,5
53125,1,1,6,8,690.0,15,0,4
53126,1,1,7,6,346.0,31,0,4
53128,1,1,7,8,475.0,30,0,4
53135,1,1,6,5,690.0,20,0,5
53138,0,0,7,6,0.0,15,1,4
53139,1,1,7,0,487.0,16,0,4
53141,0,0,4,9,824.0,20,1,5
53142,0,0,7,5,0.0,20,1,5
53148,1,1,6,8,771.0,16,0,4
53157,1,1,7,6,777.0,15,0,4
53158,0,0,5,7,0.0,35,1,1
53161,1,1,6,8,0.0,15,1,4
53162,1,1,6,8,661.0,28,0,5
53163,1,1,6,8,721.0,28,0,5
53164,1,1,6,8,690.0,28,0,5
53167,1,1,7,0,487.0,30,1,4
53168,1,1,6,0,771.0,30,1,4
53169,0,0,7,6,499.0,30,1,4
53172,0,0,2,5,0.0,20,1,5
53177,1,1,5,8,387.0,33,0,3
53180,1,1,6,0,0.0,30,1,4
53181,0,0,6,0,0.0,30,1,4
53182,0,0,7,0,0.0,30,1,4
53183,0,0,7,0,0.0,30,1,4
53185,1,1,7,7,399.0,33,1,3
53186,1,1,5,8,529.0,15,0,4
53190,1,1,6,5,599.0,27,0,3
53192,0,0,5,9,625.0,20,1,5
53195,0,0,4,7,1133.0,1,1,4
53198,1,1,6,8,771.0,33,0,3
53207,1,1,4,10,455.24,35,1,1
53209,1,1,4,6,999.0,15,0,4
53210,1,1,5,5,493.0,11,0,3
53213,1,1,6,9,771.0,20,0,5
53215,1,1,4,7,771.0,30,0,4
53218,1,1,6,6,721.0,33,0,3
53222,0,0,4,10,0.0,15,1,4
53229,1,1,4,8,988.0,35,0,1
53233,1,1,7,10,301.0,1,0,4
53240,1,1,7,0,399.0,33,0,3
53241,0,0,6,8,771.0,20,1,5
53247,1,1,4,9,967.0,15,0,4
53249,1,1,6,10,792.0,1,0,4
53254,1,1,7,7,301.0,15,0,4
53255,1,1,7,7,301.0,15,0,4
53261,1,1,7,7,459.0,15,1,4
53269,1,1,7,10,382.0,30,0,4
53270,1,1,7,0,382.0,30,0,4
53271,0,0,5,0,574.0,20,1,5
53272,1,1,4,5,599.0,20,0,5
53279,1,1,4,7,999.0,16,0,4
53280,0,0,4,7,999.0,13,1,3
53281,0,0,4,8,666.0,15,1,4
53283,1,1,7,5,517.0,15,0,4
53284,1,1,7,8,479.0,30,0,4
53286,1,1,7,0,0.0,16,1,4
53287,0,0,7,0,0.0,15,1,4
53290,0,0,7,10,0.0,34,1,3
53294,1,1,7,10,771.0,6,0,1
53301,1,1,5,6,349.0,3,0,2
53302,1,1,4,8,717.0,34,0,3
53304,1,1,4,10,629.0,4,0,1
53312,1,1,7,6,355.0,31,0,4
53314,1,1,7,10,517.0,15,0,4
53315,1,1,7,0,381.0,15,0,4
53318,1,1,6,0,885.0,20,0,5
53319,1,1,4,5,560.0,15,0,4
53324,1,1,7,7,517.0,30,0,4
53326,1,1,6,7,771.0,21,0,2
53336,0,0,7,6,435.0,15,1,4
53339,1,1,4,8,685.0,30,0,4
53340,1,1,7,5,0.0,15,1,4
53343,1,1,4,0,674.0,35,0,1
53344,1,1,7,6,443.0,11,0,3
53347,1,1,4,6,722.86,19,1,0
53354,1,1,5,0,545.0,15,0,4
53356,1,1,7,7,318.0,30,0,4
53359,1,1,7,8,375.0,16,0,4
53367,1,1,7,3,925.0,20,0,5
53370,0,0,4,5,847.0,20,1,5
53371,1,1,7,8,355.0,30,0,4
53373,1,1,6,10,771.0,3,0,2
53374,1,1,6,5,791.0,30,0,4
53375,1,1,4,6,1099.0,15,0,4
53386,1,1,7,0,469.0,20,0,5
53389,1,1,7,5,475.0,30,0,4
53390,0,0,5,5,574.0,20,1,5
53391,1,1,6,8,614.0,20,0,5
53392,1,1,4,6,0.0,25,1,1
53397,1,1,4,8,988.0,31,0,4
53401,1,1,4,9,734.29,15,1,4
53402,1,1,6,6,599.0,8,0,0
53409,1,1,7,10,665.0,20,0,5
53417,0,0,7,5,359.0,15,1,4
53422,1,1,5,6,493.0,30,0,4
53432,1,1,7,10,382.0,30,0,4
53433,1,1,1,5,0.0,15,0,4
53436,0,0,6,8,0.0,16,1,4
53437,1,1,6,6,0.0,20,0,5
53439,0,0,6,8,771.0,20,1,5
53440,0,0,7,0,382.0,15,1,4
53441,1,1,6,8,0.0,20,1,5
53443,1,1,7,0,459.0,30,0,4
53447,1,1,7,5,575.0,15,0,4
53454,1,1,5,6,518.0,30,0,4
53457,0,0,6,6,614.0,33,1,3
53461,1,1,6,7,665.71,30,1,4
53462,1,1,2,9,520.0,30,1,4
53463,0,0,6,7,885.0,30,1,4
53467,1,1,4,8,612.0,33,0,3
53475,1,1,7,6,469.0,30,0,4
53477,0,0,4,7,0.0,16,1,4
53480,1,1,4,7,999.0,33,1,3
53483,1,1,4,0,684.0,31,0,4
53504,0,0,6,7,885.0,30,1,4
53505,1,1,6,7,665.71,30,1,4
53512,0,0,7,6,399.0,1,1,4
53514,0,0,7,6,524.0,33,1,3
53516,0,0,7,8,0.0,31,1,4
53525,1,1,7,7,666.0,30,0,4
53526,1,1,6,6,825.0,1,1,4
53530,0,0,4,9,0.0,31,1,4
53538,1,1,7,10,382.0,33,0,3
53543,0,0,4,0,478.0,20,1,5
53544,1,1,4,7,999.0,33,0,3
53550,0,0,5,10,574.0,11,1,3
53551,0,0,7,6,435.0,15,1,4
53553,1,1,5,8,529.0,30,0,4
53556,0,0,6,9,0.0,20,1,5
53564,1,1,6,5,721.0,10,0,5
53566,1,1,6,10,658.0,30,0,4
53567,1,1,6,8,690.0,30,0,4
53571,1,1,5,5,690.0,8,0,0
53572,1,1,6,8,791.0,8,0,0
53574,0,0,7,0,382.0,12,1,3
53575,0,0,4,0,635.0,12,1,3
53576,1,1,7,8,568.0,11,0,3
53581,0,0,4,6,0.0,20,1,5
53585,1,1,4,9,0.0,30,1,4
53588,1,1,5,8,493.0,35,0,1
53596,0,0,7,5,435.0,30,1,4
53599,1,1,7,9,736.0,33,0,3
53600,1,1,4,7,833.0,20,0,5
53606,1,1,6,7,771.0,15,0,4
53616,0,0,7,8,459.0,30,1,4
53618,1,1,7,10,435.0,31,0,4
53619,1,1,6,6,771.0,35,0,1
53624,1,1,7,5,487.0,31,0,4
53633,1,1,5,10,518.0,3,1,2
53641,1,1,7,10,345.0,15,0,4
53646,1,1,7,0,329.0,16,0,4
53647,0,0,5,5,0.0,8,1,0
53649,0,0,4,0,0.0,20,1,5
53650,0,0,7,0,0.0,20,1,5
53655,1,1,6,8,791.0,1,0,4
53668,0,0,4,9,696.0,4,1,1
53669,0,0,4,9,641.0,4,1,1
53671,0,0,4,8,0.0,11,1,3
53673,1,1,6,8,721.0,16,0,4
53676,0,0,4,10,0.0,11,1,3
53683,0,0,6,10,661.0,10,1,5
53686,1,1,7,6,666.0,19,1,0
53687,1,1,6,7,721.0,33,0,3
53693,0,0,6,9,0.0,30,1,4
53694,1,1,4,7,833.0,16,0,4
53695,1,1,4,5,759.0,12,1,3
53700,0,0,6,7,0.0,30,1,4
53701,0,0,7,8,301.0,33,1,3
53702,0,0,7,8,301.0,33,1,3
53710,1,1,6,5,771.0,10,0,5
53728,0,0,5,9,625.0,20,1,5
53729,1,1,7,9,351.43,20,1,5
53737,1,1,4,10,0.0,20,0,5
53738,1,1,4,10,587.0,31,0,4
53742,1,1,4,8,0.0,15,0,4
53745,0,0,7,6,0.0,31,1,4
53753,1,1,4,8,729.0,15,0,4
53757,0,0,7,5,0.0,33,1,3
53762,1,1,4,5,560.0,33,0,3
53771,1,1,7,2,1099.0,8,0,0
53772,1,1,4,9,951.43,35,1,1
53774,1,1,7,6,318.0,33,0,3
53776,0,0,7,0,0.0,30,1,4
53777,0,0,4,5,0.0,33,1,3
53778,1,1,6,8,690.0,28,0,5
53781,1,1,4,8,999.0,15,0,4
53785,1,1,6,0,690.0,20,0,5
53803,1,1,6,8,690.0,20,0,5
53804,1,1,5,0,513.0,20,0,5
53805,1,1,6,8,690.0,30,0,4
53806,0,0,7,8,771.0,20,1,5
53807,1,1,7,7,301.0,20,0,5
53808,1,1,7,6,443.0,20,0,5
53809,1,1,7,7,301.0,20,0,5
53812,0,0,7,10,301.0,19,1,0
53813,0,0,4,0,605.0,19,1,0
53818,0,0,6,7,825.0,33,1,3
53820,0,0,6,8,0.0,35,1,1
53823,0,0,5,6,0.0,8,1,0
53826,1,1,7,6,301.0,16,1,4
53832,1,1,4,10,582.0,31,0,4
53833,0,0,4,5,0.0,33,1,3
53835,0,0,7,8,0.0,31,1,4
53836,0,0,6,8,0.0,35,1,1
53840,1,1,7,8,361.0,16,0,4
53845,0,0,4,9,0.0,20,1,5
53846,1,1,4,5,570.48,14,1,1
53848,1,1,7,9,382.0,31,0,4
53849,1,1,7,8,355.0,16,0,4
53852,1,1,7,5,382.0,20,0,5
53853,1,1,4,8,655.0,4,0,1
53862,1,1,4,8,631.0,1,0,4
53863,0,0,4,10,0.0,20,1,5
53864,1,1,4,6,759.0,4,0,1
53865,1,1,5,7,387.0,3,1,2
53866,0,0,4,6,0.0,15,1,4
53870,1,1,5,7,399.0,20,0,5
53872,0,0,4,8,889.0,20,1,5
53875,1,1,7,0,469.0,15,0,4
53882,1,1,4,8,629.0,20,0,5
53889,1,1,4,10,759.0,30,0,4
53890,1,1,5,9,749.0,35,1,1
53893,1,1,7,10,382.0,33,0,3
53899,1,1,7,0,376.0,15,0,4
53902,1,1,7,3,925.0,31,0,4
53907,1,1,7,0,441.0,25,0,1
53908,0,0,7,10,469.0,25,1,1
53909,0,0,4,8,889.0,16,1,4
53912,1,1,7,5,618.0,35,0,1
53913,1,1,4,9,679.0,12,1,3
53923,0,0,4,6,771.0,15,1,4
53924,1,1,7,6,435.0,30,0,4
53927,1,1,7,0,349.0,33,0,3
53928,1,1,6,7,754.29,31,1,4
53931,1,1,7,5,301.0,35,0,1
53937,0,0,7,8,0.0,20,1,5
53938,0,0,7,6,399.0,30,1,4
53943,1,1,6,5,734.29,11,1,3
53951,1,1,7,0,399.0,30,0,4
53974,0,0,4,7,0.0,8,1,0
53975,0,0,4,9,0.0,8,1,0
53976,0,0,5,6,529.0,15,1,4
53983,1,1,7,8,675.24,20,1,5
53985,1,1,4,8,537.0,8,0,0
53986,1,1,4,8,951.43,1,1,4
53993,1,1,4,0,0.0,1,1,4
53996,1,1,7,9,459.0,1,0,4
53999,1,1,7,0,469.0,31,0,4
54002,0,0,4,7,0.0,16,1,4
54003,1,1,6,5,771.0,20,0,5
54004,0,0,6,8,0.0,20,1,5
54005,0,0,7,0,0.0,33,1,3
54018,1,1,4,0,495.0,11,0,3
54021,0,0,6,5,0.0,28,1,5
54023,1,1,7,0,345.0,20,0,5
54030,1,1,1,7,360.0,34,0,3
54033,1,1,6,5,771.0,15,0,4
54036,1,1,5,9,349.0,20,0,5
54038,1,1,7,8,777.0,33,0,3
54040,0,0,7,10,0.0,20,1,5
54044,1,1,5,8,518.0,20,0,5
54045,1,1,4,6,784.76,10,1,5
54048,1,1,4,10,988.0,31,0,4
54053,1,1,7,6,517.0,35,0,1
54063,1,1,7,0,452.38,30,1,4
54064,1,1,7,0,399.0,20,0,5
54068,1,1,7,0,307.0,20,0,5
54069,1,1,4,0,499.0,20,0,5
54070,1,1,7,0,307.0,20,0,5
54085,1,1,7,8,811.0,25,0,1
54095,1,1,4,5,852.0,10,0,5
54102,1,1,4,10,0.0,31,0,4
54111,0,0,5,10,574.0,10,1,5
